NUTS_ID_2013,urban_rural
AT111,rur
AT112,rur
AT113,rur
AT121,rur
AT122,int
AT123,rur
AT124,rur
AT125,rur
AT126,urb
AT127,int
AT130,urb
AT211,int
AT212,rur
AT213,rur
AT221,int
AT222,rur
AT223,int
AT224,rur
AT225,rur
AT226,rur
AT311,rur
AT312,int
AT313,rur
AT314,rur
AT315,rur
AT321,rur
AT322,rur
AT323,int
AT331,rur
AT332,urb
AT333,rur
AT334,rur
AT335,rur
AT341,rur
AT342,urb
BE100,urb
BE211,urb
BE212,urb
BE213,int
BE221,urb
BE222,int
BE223,int
BE231,urb
BE232,urb
BE233,int
BE234,int
BE235,int
BE236,urb
BE241,urb
BE242,int
BE251,int
BE252,int
BE253,int
BE254,urb
BE255,int
BE256,int
BE257,int
BE258,int
BE310,int
BE321,rur
BE322,urb
BE323,urb
BE324,urb
BE325,int
BE326,int
BE327,rur
BE331,rur
BE332,urb
BE334,rur
BE335,int
BE336,rur
BE341,rur
BE342,rur
BE343,rur
BE344,rur
BE345,rur
BE351,rur
BE352,int
BE353,rur
BG311,rur
BG312,int
BG313,int
BG314,int
BG315,int
BG321,int
BG322,int
BG323,int
BG324,rur
BG325,rur
BG331,int
BG332,int
BG333,int
BG334,rur
BG341,int
BG342,int
BG343,int
BG344,int
BG411,urb
BG412,rur
BG413,int
BG414,int
BG415,int
BG421,int
BG422,int
BG423,int
BG424,rur
BG425,rur
CH011,urb
CH012,int
CH013,urb
CH021,int
CH022,int
CH023,urb
CH024,int
CH025,rur
CH031,urb
CH032,urb
CH033,urb
CH040,urb
CH051,int
CH052,urb
CH053,int
CH054,int
CH055,urb
CH056,rur
CH057,int
CH061,int
CH062,int
CH063,int
CH064,int
CH065,int
CH066,int
CH070,urb
CY000,int
CZ010,urb
CZ020,urb
CZ031,rur
CZ032,rur
CZ041,int
CZ042,int
CZ051,int
CZ052,int
CZ053,rur
CZ063,rur
CZ064,int
CZ071,int
CZ072,int
CZ080,int
DE111,urb
DE112,urb
DE113,urb
DE114,urb
DE115,urb
DE116,urb
DE117,int
DE118,int
DE119,rur
DE11A,rur
DE11B,rur
DE11C,int
DE11D,int
DE121,urb
DE122,urb
DE123,urb
DE124,urb
DE125,urb
DE126,urb
DE127,rur
DE128,urb
DE129,int
DE12A,rur
DE12B,int
DE12C,rur
DE131,int
DE132,int
DE133,int
DE134,int
DE135,rur
DE136,int
DE137,int
DE138,int
DE139,int
DE13A,int
DE141,int
DE142,int
DE143,int
DE144,int
DE145,int
DE146,rur
DE147,int
DE148,int
DE149,rur
DE211,int
DE212,urb
DE213,int
DE214,int
DE215,int
DE216,int
DE217,int
DE218,int
DE219,int
DE21A,rur
DE21B,int
DE21C,int
DE21D,int
DE21E,rur
DE21F,int
DE21G,rur
DE21H,urb
DE21I,rur
DE21J,int
DE21K,int
DE21L,int
DE21M,rur
DE21N,int
DE221,rur
DE222,rur
DE223,rur
DE224,rur
DE225,rur
DE226,rur
DE227,rur
DE228,rur
DE229,rur
DE22A,rur
DE22B,rur
DE22C,rur
DE231,int
DE232,int
DE233,rur
DE234,int
DE235,rur
DE236,rur
DE237,rur
DE238,int
DE239,rur
DE23A,rur
DE241,int
DE242,int
DE243,int
DE244,int
DE245,int
DE246,int
DE247,int
DE248,int
DE249,int
DE24A,rur
DE24B,rur
DE24C,rur
DE24D,rur
DE251,rur
DE252,urb
DE253,urb
DE254,urb
DE255,urb
DE256,rur
DE257,urb
DE258,urb
DE259,int
DE25A,rur
DE25B,int
DE25C,rur
DE261,urb
DE262,int
DE263,int
DE264,urb
DE265,rur
DE266,rur
DE267,rur
DE268,rur
DE269,int
DE26A,rur
DE26B,int
DE26C,int
DE271,urb
DE272,int
DE273,int
DE274,rur
DE275,int
DE276,urb
DE277,rur
DE278,rur
DE279,int
DE27A,int
DE27B,int
DE27C,rur
DE27D,rur
DE27E,int
DE300,urb
DE401,int
DE402,int
DE403,int
DE404,int
DE405,int
DE406,int
DE407,rur
DE408,int
DE409,int
DE40A,int
DE40B,int
DE40C,int
DE40D,rur
DE40E,int
DE40F,rur
DE40G,int
DE40H,int
DE40I,rur
DE501,urb
DE502,int
DE600,urb
DE711,urb
DE712,urb
DE713,urb
DE714,urb
DE715,urb
DE716,urb
DE717,urb
DE718,urb
DE719,int
DE71A,urb
DE71B,rur
DE71C,urb
DE71D,int
DE71E,int
DE721,int
DE722,int
DE723,int
DE724,int
DE725,rur
DE731,int
DE732,int
DE733,rur
DE734,int
DE735,rur
DE736,rur
DE737,rur
DE803,int
DE804,rur
DE80J,rur
DE80K,int
DE80L,rur
DE80M,rur
DE80N,rur
DE80O,rur
DE911,int
DE912,int
DE913,int
DE914,int
DE915,int
DE916,int
DE917,rur
DE918,rur
DE919,int
DE91A,int
DE91B,int
DE922,int
DE923,int
DE925,int
DE926,rur
DE927,rur
DE928,int
DE929,urb
DE931,int
DE932,int
DE933,int
DE934,rur
DE935,int
DE936,int
DE937,rur
DE938,int
DE939,int
DE93A,rur
DE93B,int
DE941,urb
DE942,int
DE943,int
DE944,int
DE945,int
DE946,int
DE947,int
DE948,rur
DE949,rur
DE94A,int
DE94B,int
DE94C,int
DE94D,int
DE94E,int
DE94F,int
DE94G,int
DE94H,rur
DEA11,urb
DEA12,urb
DEA13,urb
DEA14,urb
DEA15,urb
DEA16,urb
DEA17,urb
DEA18,urb
DEA19,urb
DEA1A,urb
DEA1B,int
DEA1C,urb
DEA1D,urb
DEA1E,urb
DEA1F,urb
DEA22,urb
DEA23,urb
DEA24,urb
DEA26,int
DEA27,urb
DEA28,int
DEA29,int
DEA2A,int
DEA2B,urb
DEA2C,urb
DEA2D,urb
DEA31,urb
DEA32,urb
DEA33,urb
DEA34,int
DEA35,urb
DEA36,urb
DEA37,int
DEA38,int
DEA41,urb
DEA42,urb
DEA43,urb
DEA44,rur
DEA45,int
DEA46,int
DEA47,int
DEA51,urb
DEA52,urb
DEA53,urb
DEA54,urb
DEA55,urb
DEA56,urb
DEA57,int
DEA58,urb
DEA59,int
DEA5A,int
DEA5B,int
DEA5C,urb
DEB11,int
DEB12,int
DEB13,rur
DEB14,int
DEB15,rur
DEB16,rur
DEB17,int
DEB18,int
DEB19,rur
DEB1A,int
DEB1B,rur
DEB21,int
DEB22,rur
DEB23,rur
DEB24,rur
DEB25,int
DEB31,urb
DEB32,int
DEB33,urb
DEB34,urb
DEB35,urb
DEB36,int
DEB37,rur
DEB38,urb
DEB39,urb
DEB3A,int
DEB3B,rur
DEB3C,int
DEB3D,rur
DEB3E,urb
DEB3F,int
DEB3G,rur
DEB3H,int
DEB3I,urb
DEB3J,int
DEB3K,rur
DEC01,urb
DEC02,int
DEC03,urb
DEC04,urb
DEC05,int
DEC06,int
DED21,urb
DED2C,rur
DED2D,int
DED2E,int
DED2F,urb
DED41,int
DED42,int
DED43,int
DED44,int
DED45,int
DED51,urb
DED52,urb
DED53,rur
DEE01,int
DEE02,int
DEE03,int
DEE04,rur
DEE05,int
DEE06,rur
DEE07,int
DEE08,rur
DEE09,int
DEE0A,rur
DEE0B,int
DEE0C,int
DEE0D,rur
DEE0E,rur
DEF01,int
DEF02,urb
DEF03,int
DEF04,int
DEF05,rur
DEF06,int
DEF07,rur
DEF08,int
DEF09,urb
DEF0A,urb
DEF0B,int
DEF0C,int
DEF0D,int
DEF0E,int
DEF0F,int
DEG01,int
DEG02,int
DEG03,int
DEG04,int
DEG05,int
DEG06,rur
DEG07,int
DEG09,rur
DEG0A,rur
DEG0B,int
DEG0C,rur
DEG0D,int
DEG0E,rur
DEG0F,rur
DEG0G,int
DEG0H,rur
DEG0I,int
DEG0J,int
DEG0K,rur
DEG0L,int
DEG0M,int
DEG0N,rur
DEG0P,rur
DK011,urb
DK012,urb
DK013,int
DK014,rur
DK021,int
DK022,rur
DK031,int
DK032,int
DK041,rur
DK042,int
DK050,rur
EE001,urb
EE004,rur
EE006,rur
EE007,int
EE008,rur
EL301,urb
EL302,urb
EL303,urb
EL304,urb
EL305,urb
EL306,urb
EL307,urb
EL411,rur
EL412,rur
EL413,int
EL421,int
EL422,rur
EL431,int
EL432,rur
EL433,rur
EL434,int
EL511,int
EL512,int
EL513,rur
EL514,int
EL515,rur
EL521,int
EL522,urb
EL523,rur
EL524,rur
EL525,int
EL526,rur
EL527,rur
EL531,rur
EL532,int
EL533,rur
EL541,rur
EL542,rur
EL543,rur
EL611,rur
EL612,int
EL613,int
EL621,rur
EL622,int
EL623,rur
EL624,rur
EL631,rur
EL632,int
EL633,rur
EL641,rur
EL642,rur
EL643,rur
EL644,rur
EL645,rur
EL651,rur
EL652,int
EL653,rur
ES111,int
ES112,rur
ES113,rur
ES114,int
ES120,int
ES130,int
ES211,urb
ES212,urb
ES213,urb
ES220,int
ES230,int
ES241,int
ES242,rur
ES243,urb
ES300,urb
ES411,rur
ES412,int
ES413,int
ES414,int
ES415,int
ES416,rur
ES417,rur
ES418,int
ES419,rur
ES421,int
ES422,int
ES423,rur
ES424,int
ES425,int
ES431,int
ES432,int
ES511,urb
ES512,int
ES513,int
ES514,int
ES521,urb
ES522,int
ES523,urb
ES531,int
ES532,urb
ES533,int
ES611,int
ES612,urb
ES613,urb
ES614,int
ES615,int
ES616,int
ES617,urb
ES618,urb
ES620,urb
ES630,urb
ES640,int
ES703,rur
ES704,int
ES705,urb
ES706,rur
ES707,int
ES708,int
ES709,urb
FI193,rur
FI194,rur
FI195,rur
FI196,rur
FI197,int
FI1B1,urb
FI1C1,int
FI1C2,int
FI1C3,int
FI1C4,int
FI1C5,int
FI1D1,rur
FI1D2,rur
FI1D3,rur
FI1D4,rur
FI1D5,rur
FI1D6,rur
FI1D7,rur
FI200,rur
FR101,urb
FR102,int
FR103,urb
FR104,urb
FR105,urb
FR106,urb
FR107,urb
FR108,urb
FR211,rur
FR212,int
FR213,int
FR214,rur
FR221,rur
FR222,int
FR223,rur
FR231,rur
FR232,int
FR241,rur
FR242,rur
FR243,rur
FR244,int
FR245,rur
FR246,int
FR251,int
FR252,rur
FR253,rur
FR261,int
FR262,rur
FR263,rur
FR264,rur
FR301,urb
FR302,int
FR411,int
FR412,rur
FR413,int
FR414,rur
FR421,int
FR422,int
FR431,int
FR432,rur
FR433,rur
FR434,int
FR511,urb
FR512,rur
FR513,rur
FR514,rur
FR515,rur
FR521,rur
FR522,rur
FR523,rur
FR524,rur
FR531,rur
FR532,rur
FR533,rur
FR534,rur
FR611,rur
FR612,urb
FR613,rur
FR614,rur
FR615,int
FR621,rur
FR622,rur
FR623,urb
FR624,rur
FR625,rur
FR626,rur
FR627,rur
FR628,rur
FR631,rur
FR632,rur
FR633,rur
FR711,rur
FR712,rur
FR713,rur
FR714,int
FR715,int
FR716,urb
FR717,int
FR718,int
FR721,rur
FR722,rur
FR723,rur
FR724,int
FR811,rur
FR812,int
FR813,int
FR814,rur
FR815,int
FR821,rur
FR822,rur
FR823,urb
FR824,urb
FR825,int
FR826,int
FR831,rur
FR832,rur
FRA10,int
FRA20,int
FRA30,int
FRA40,urb
FRA50,0
HR031,int
HR032,rur
HR033,rur
HR034,int
HR035,int
HR036,rur
HR037,int
HR041,urb
HR042,rur
HR043,rur
HR044,int
HR045,rur
HR046,rur
HR047,rur
HR048,rur
HR049,rur
HR04A,int
HR04B,int
HR04C,rur
HR04D,rur
HR04E,rur
HU101,urb
HU102,int
HU211,int
HU212,int
HU213,int
HU221,int
HU222,int
HU223,rur
HU231,int
HU232,rur
HU233,rur
HU311,int
HU312,rur
HU313,rur
HU321,int
HU322,int
HU323,rur
HU331,int
HU332,int
HU333,int
IE011,rur
IE012,rur
IE013,rur
IE021,urb
IE022,int
IE023,rur
IE024,rur
IE025,rur
IS001,urb
IS002,rur
ITC11,urb
ITC12,int
ITC13,int
ITC14,int
ITC15,int
ITC16,rur
ITC17,rur
ITC18,rur
ITC20,int
ITC31,urb
ITC32,int
ITC33,urb
ITC34,urb
ITC41,urb
ITC42,urb
ITC43,urb
ITC44,int
ITC46,urb
ITC47,int
ITC48,int
ITC49,int
ITC4A,int
ITC4B,rur
ITC4C,urb
ITC4D,urb
ITF11,rur
ITF12,int
ITF13,int
ITF14,int
ITF21,rur
ITF22,rur
ITF31,urb
ITF32,rur
ITF33,urb
ITF34,int
ITF35,int
ITF43,urb
ITF44,urb
ITF45,urb
ITF46,rur
ITF47,urb
ITF48,urb
ITF51,rur
ITF52,int
ITF61,int
ITF62,int
ITF63,int
ITF64,rur
ITF65,int
ITG11,int
ITG12,urb
ITG13,int
ITG14,urb
ITG15,urb
ITG16,int
ITG17,urb
ITG18,int
ITG19,urb
ITG25,int
ITG26,rur
ITG27,int
ITG28,rur
ITG29,int
ITG2A,rur
ITG2B,int
ITG2C,int
ITH10,rur
ITH20,int
ITH31,int
ITH32,int
ITH33,rur
ITH34,int
ITH35,urb
ITH36,int
ITH37,rur
ITH41,int
ITH42,int
ITH43,urb
ITH44,urb
ITH51,int
ITH52,int
ITH53,int
ITH54,int
ITH55,int
ITH56,int
ITH57,int
ITH58,int
ITH59,urb
ITI11,int
ITI12,int
ITI13,urb
ITI14,urb
ITI15,urb
ITI16,int
ITI17,int
ITI18,int
ITI19,rur
ITI1A,int
ITI21,int
ITI22,int
ITI31,int
ITI32,int
ITI33,int
ITI34,int
ITI35,int
ITI41,rur
ITI42,rur
ITI43,urb
ITI44,int
ITI45,int
LI000,urb
LT001,int
LT002,int
LT003,int
LT004,rur
LT005,int
LT006,int
LT007,rur
LT008,int
LT009,int
LT00A,urb
LU000,int
LV003,int
LV005,int
LV006,urb
LV007,urb
LV008,rur
LV009,rur
ME000,int
MK001,int
MK002,urb
MK003,int
MK004,int
MK005,int
MK006,urb
MK007,urb
MK008,urb
MT001,urb
MT002,urb
NL111,int
NL112,int
NL113,int
NL121,int
NL122,int
NL123,int
NL131,int
NL132,int
NL133,int
NL211,int
NL212,int
NL213,urb
NL221,urb
NL224,int
NL225,int
NL226,urb
NL230,urb
NL310,urb
NL321,urb
NL322,urb
NL323,urb
NL324,urb
NL325,urb
NL326,urb
NL327,urb
NL332,urb
NL333,urb
NL337,urb
NL338,urb
NL339,urb
NL33A,urb
NL341,rur
NL342,int
NL411,urb
NL412,urb
NL413,int
NL414,urb
NL421,int
NL422,int
NL423,urb
NO011,urb
NO012,urb
NO021,rur
NO022,rur
NO031,int
NO032,int
NO033,int
NO034,int
NO041,rur
NO042,int
NO043,int
NO051,int
NO052,rur
NO053,rur
NO061,urb
NO062,rur
NO071,rur
NO072,rur
NO073,rur
PL113,urb
PL114,urb
PL115,rur
PL116,rur
PL117,rur
PL127,urb
PL128,int
PL129,int
PL12A,int
PL12B,rur
PL12C,rur
PL12D,rur
PL12E,rur
PL213,urb
PL214,int
PL217,rur
PL218,rur
PL219,rur
PL21A,int
PL224,int
PL225,int
PL227,urb
PL228,urb
PL229,urb
PL22A,urb
PL22B,urb
PL22C,urb
PL311,rur
PL312,rur
PL314,int
PL315,rur
PL323,rur
PL324,rur
PL325,rur
PL326,rur
PL331,int
PL332,rur
PL343,int
PL344,rur
PL345,rur
PL411,rur
PL414,rur
PL415,urb
PL416,rur
PL417,rur
PL418,int
PL424,int
PL426,int
PL427,rur
PL428,int
PL431,int
PL432,int
PL514,urb
PL515,int
PL516,urb
PL517,int
PL518,int
PL523,rur
PL524,int
PL613,urb
PL616,rur
PL617,rur
PL618,rur
PL619,rur
PL621,int
PL622,int
PL623,int
PL633,urb
PL634,int
PL636,int
PL637,rur
PL638,int
PT111,rur
PT112,int
PT119,int
PT11A,urb
PT11B,rur
PT11C,int
PT11D,rur
PT11E,rur
PT150,int
PT16B,rur
PT16D,int
PT16E,rur
PT16F,rur
PT16G,rur
PT16H,rur
PT16I,rur
PT16J,rur
PT170,urb
PT181,rur
PT184,rur
PT185,rur
PT186,rur
PT187,rur
PT200,int
PT300,urb
RO111,rur
RO112,rur
RO113,int
RO114,rur
RO115,rur
RO116,rur
RO121,rur
RO122,int
RO123,rur
RO124,rur
RO125,rur
RO126,int
RO211,rur
RO212,rur
RO213,int
RO214,rur
RO215,rur
RO216,rur
RO221,urb
RO222,rur
RO223,int
RO224,int
RO225,rur
RO226,rur
RO311,rur
RO312,rur
RO313,rur
RO314,rur
RO315,rur
RO316,int
RO317,rur
RO321,urb
RO322,urb
RO411,int
RO412,rur
RO413,rur
RO414,rur
RO415,rur
RO421,int
RO422,rur
RO423,int
RO424,int
SE110,urb
SE121,urb
SE122,int
SE123,urb
SE124,int
SE125,urb
SE211,int
SE212,rur
SE213,rur
SE214,rur
SE221,int
SE224,int
SE231,int
SE232,urb
SE311,int
SE312,rur
SE313,int
SE321,int
SE322,rur
SE331,int
SE332,int
SI031,rur
SI032,rur
SI033,rur
SI034,rur
SI035,rur
SI036,rur
SI037,rur
SI038,rur
SI041,int
SI042,int
SI043,rur
SI044,int
SK010,urb
SK021,rur
SK022,int
SK023,int
SK031,int
SK032,rur
SK041,rur
SK042,int
TR100,urb
TR211,rur
TR212,rur
TR213,rur
TR221,int
TR222,rur
TR310,urb
TR321,int
TR322,int
TR323,rur
TR331,int
TR332,rur
TR333,rur
TR334,rur
TR411,int
TR412,int
TR413,rur
TR421,urb
TR422,int
TR423,int
TR424,rur
TR425,int
TR510,urb
TR521,rur
TR522,rur
TR611,int
TR612,rur
TR613,rur
TR621,int
TR622,int
TR631,int
TR632,rur
TR633,int
TR711,int
TR712,rur
TR713,rur
TR714,rur
TR715,rur
TR721,int
TR722,rur
TR723,rur
TR811,urb
TR812,int
TR813,rur
TR821,rur
TR822,rur
TR823,rur
TR831,int
TR832,rur
TR833,rur
TR834,rur
TR901,int
TR902,int
TR903,rur
TR904,int
TR905,rur
TR906,rur
TRA11,rur
TRA12,rur
TRA13,rur
TRA21,rur
TRA22,rur
TRA23,rur
TRA24,rur
TRB11,int
TRB12,int
TRB13,rur
TRB14,rur
TRB21,rur
TRB22,rur
TRB23,rur
TRB24,rur
TRC11,int
TRC12,rur
TRC13,int
TRC21,rur
TRC22,int
TRC31,rur
TRC32,int
TRC33,rur
TRC34,rur
UKC11,urb
UKC12,urb
UKC13,urb
UKC14,urb
UKC21,int
UKC22,urb
UKC23,urb
UKD11,int
UKD12,int
UKD33,urb
UKD34,urb
UKD35,urb
UKD36,urb
UKD37,urb
UKD41,urb
UKD42,urb
UKD44,urb
UKD45,urb
UKD46,urb
UKD47,urb
UKD61,urb
UKD62,urb
UKD63,urb
UKD71,urb
UKD72,urb
UKD73,urb
UKD74,urb
UKE11,urb
UKE12,urb
UKE13,int
UKE21,int
UKE22,int
UKE31,urb
UKE32,urb
UKE41,urb
UKE42,urb
UKE44,urb
UKE45,urb
UKF11,urb
UKF12,urb
UKF13,urb
UKF14,urb
UKF15,urb
UKF16,urb
UKF21,urb
UKF22,urb
UKF24,int
UKF25,urb
UKF30,int
UKG11,rur
UKG12,int
UKG13,urb
UKG21,int
UKG22,int
UKG23,urb
UKG24,urb
UKG31,urb
UKG32,urb
UKG33,urb
UKG36,urb
UKG37,urb
UKG38,urb
UKG39,urb
UKH11,urb
UKH12,int
UKH14,int
UKH15,urb
UKH16,rur
UKH17,rur
UKH21,urb
UKH23,urb
UKH24,urb
UKH25,urb
UKH31,urb
UKH32,urb
UKH34,int
UKH35,int
UKH36,urb
UKH37,urb
UKI31,urb
UKI32,urb
UKI33,urb
UKI34,urb
UKI41,urb
UKI42,urb
UKI43,urb
UKI44,urb
UKI45,urb
UKI51,urb
UKI52,urb
UKI53,urb
UKI54,urb
UKI61,urb
UKI62,urb
UKI63,urb
UKI71,urb
UKI72,urb
UKI73,urb
UKI74,urb
UKI75,urb
UKJ11,urb
UKJ12,urb
UKJ13,int
UKJ14,int
UKJ21,urb
UKJ22,int
UKJ25,urb
UKJ26,urb
UKJ27,urb
UKJ28,urb
UKJ31,urb
UKJ32,urb
UKJ34,urb
UKJ35,urb
UKJ36,urb
UKJ37,urb
UKJ41,urb
UKJ43,urb
UKJ44,urb
UKJ45,int
UKJ46,int
UKK11,urb
UKK12,urb
UKK13,int
UKK14,int
UKK15,int
UKK21,urb
UKK22,urb
UKK23,int
UKK30,int
UKK41,urb
UKK42,urb
UKK43,int
UKL11,rur
UKL12,rur
UKL13,int
UKL14,rur
UKL15,urb
UKL16,urb
UKL17,urb
UKL18,urb
UKL21,urb
UKL22,urb
UKL23,urb
UKL24,rur
UKM21,urb
UKM22,urb
UKM23,urb
UKM24,rur
UKM25,urb
UKM26,urb
UKM27,int
UKM28,urb
UKM31,urb
UKM32,rur
UKM33,int
UKM34,urb
UKM35,urb
UKM36,urb
UKM37,int
UKM38,urb
UKM50,int
UKM61,rur
UKM62,int
UKM63,rur
UKM64,rur
UKM65,rur
UKM66,rur
UKN01,urb
UKN02,urb
UKN03,int
UKN04,int
UKN05,rur
